date,route,fuel_consumption_kg
29/07/2019,Hamburg-Frankfurt,4234.1
29/07/2019,Hamburg-Stuttgart,3880.13
29/07/2019,Hamburg-Munich,4665.04
29/07/2019,Cologne-Berlin,3859.1
29/07/2019,Cologne-Munich,4070.04
29/07/2019,Cologne-Frankfurt,3773.54
29/07/2019,Cologne-Stuttgart,4469.88
30/07/2019,Berlin-Dortmund,4447.39
30/07/2019,Berlin-Munich,4385.66
30/07/2019,Berlin-Frankfurt,4135.1
30/07/2019,Berlin-Stuttgart,4089.72
30/07/2019,Dortmund-Munich,4662.53
30/07/2019,Dortmund-Frankfurt,4307.31
30/07/2019,Dortmund-Stuttgart,4610.73
30/07/2019,Munich-Frankfurt,4190.16
30/07/2019,Munich-Stuttgart,4563.37
30/07/2019,Frankfurt-Stuttgart,4956.15
30/07/2019,Hamburg-Berlin,4705.16
30/07/2019,Hamburg-Frankfurt,4355.66
30/07/2019,Hamburg-Stuttgart,4590.02
30/07/2019,Hamburg-Munich,4415.77
30/07/2019,Cologne-Berlin,4502.76
30/07/2019,Cologne-Munich,4386.04
30/07/2019,Cologne-Frankfurt,4442.48
30/07/2019,Cologne-Stuttgart,4574.23
31/07/2019,Berlin-Dortmund,4152.32
31/07/2019,Berlin-Munich,4144.44
31/07/2019,Berlin-Frankfurt,4014.01
31/07/2019,Berlin-Stuttgart,3939.91
31/07/2019,Dortmund-Munich,4073.95
31/07/2019,Dortmund-Frankfurt,4555.81
31/07/2019,Dortmund-Stuttgart,4187.52
31/07/2019,Munich-Frankfurt,4679.77
31/07/2019,Munich-Stuttgart,4512.15
31/07/2019,Frankfurt-Stuttgart,3811.02
31/07/2019,Hamburg-Berlin,4729.24
31/07/2019,Hamburg-Frankfurt,4783.78
31/07/2019,Hamburg-Stuttgart,4152.15
31/07/2019,Hamburg-Munich,4647.07
31/07/2019,Cologne-Berlin,4200.23
31/07/2019,Cologne-Munich,4534.18
31/07/2019,Cologne-Frankfurt,4057.43
31/07/2019,Cologne-Stuttgart,3872.41
01/08/2019,Berlin-Dortmund,4366.01
01/08/2019,Berlin-Munich,4456.69
01/08/2019,Berlin-Frankfurt,4360.81
01/08/2019,Berlin-Stuttgart,4085.59
01/08/2019,Dortmund-Munich,4360.04
01/08/2019,Dortmund-Frankfurt,4594.25
01/08/2019,Dortmund-Stuttgart,4484.29
01/08/2019,Munich-Frankfurt,4563.88
01/08/2019,Munich-Stuttgart,4265.46
01/08/2019,Frankfurt-Stuttgart,4910.1
01/08/2019,Hamburg-Berlin,4088.34
01/08/2019,Hamburg-Frankfurt,4670.65
01/08/2019,Hamburg-Stuttgart,4913.66
01/08/2019,Hamburg-Munich,4668.32
01/08/2019,Cologne-Berlin,4429.12
01/08/2019,Cologne-Munich,4315.1
01/08/2019,Cologne-Frankfurt,4862.63
01/08/2019,Cologne-Stuttgart,4001.96
02/08/2019,Berlin-Dortmund,4160.46
02/08/2019,Berlin-Munich,4360.85
02/08/2019,Berlin-Frankfurt,4933.18
02/08/2019,Berlin-Stuttgart,4632.92
02/08/2019,Dortmund-Munich,4161.18
02/08/2019,Dortmund-Frankfurt,4391.39
02/08/2019,Dortmund-Stuttgart,4284.99
02/08/2019,Munich-Frankfurt,4251.57
02/08/2019,Munich-Stuttgart,4842.61
02/08/2019,Frankfurt-Stuttgart,4019.89
02/08/2019,Hamburg-Berlin,5063.07
02/08/2019,Hamburg-Frankfurt,4789.88
02/08/2019,Hamburg-Stuttgart,4881.8
02/08/2019,Hamburg-Munich,4337.97
02/08/2019,Cologne-Berlin,4447.52
02/08/2019,Cologne-Munich,3998.4
02/08/2019,Cologne-Frankfurt,4316.37
02/08/2019,Cologne-Stuttgart,4672.78
03/08/2019,Berlin-Dortmund,4953.62
03/08/2019,Berlin-Munich,4112.5
03/08/2019,Berlin-Frankfurt,4372.07
03/08/2019,Berlin-Stuttgart,4447.05
03/08/2019,Dortmund-Munich,4011.47
03/08/2019,Dortmund-Frankfurt,4706.97
03/08/2019,Dortmund-Stuttgart,4246.6
03/08/2019,Munich-Frankfurt,4431.61
03/08/2019,Munich-Stuttgart,4341.82
03/08/2019,Frankfurt-Stuttgart,4223.73
03/08/2019,Hamburg-Berlin,4497.53
03/08/2019,Hamburg-Frankfurt,4424.54
03/08/2019,Hamburg-Stuttgart,4369.85
03/08/2019,Hamburg-Munich,4245.04
03/08/2019,Cologne-Berlin,4611.83
03/08/2019,Cologne-Munich,5078.77
03/08/2019,Cologne-Frankfurt,4548.96
03/08/2019,Cologne-Stuttgart,4848.64
04/08/2019,Berlin-Dortmund,4013.42
04/08/2019,Berlin-Munich,4555.22
04/08/2019,Berlin-Frankfurt,4115.92
04/08/2019,Berlin-Stuttgart,3983.08
04/08/2019,Dortmund-Munich,4241.22
04/08/2019,Dortmund-Frankfurt,4917.16
04/08/2019,Dortmund-Stuttgart,4832.51
04/08/2019,Munich-Frankfurt,4585.05
04/08/2019,Munich-Stuttgart,3963.55
04/08/2019,Frankfurt-Stuttgart,4431.3
04/08/2019,Hamburg-Berlin,4605.6
04/08/2019,Hamburg-Frankfurt,4561.44
04/08/2019,Hamburg-Stuttgart,3854.67
04/08/2019,Hamburg-Munich,4188.39
04/08/2019,Cologne-Berlin,4477.57
04/08/2019,Cologne-Munich,4687.7
04/08/2019,Cologne-Frankfurt,3731.36
04/08/2019,Cologne-Stuttgart,4443.26
05/08/2019,Berlin-Dortmund,4550.07
05/08/2019,Berlin-Munich,4797.36
05/08/2019,Berlin-Frankfurt,4742.5
05/08/2019,Berlin-Stuttgart,4703.9
05/08/2019,Dortmund-Munich,4220.02
05/08/2019,Dortmund-Frankfurt,3832.2
05/08/2019,Dortmund-Stuttgart,4362.43
05/08/2019,Munich-Frankfurt,4850.57
05/08/2019,Munich-Stuttgart,4987.71
05/08/2019,Frankfurt-Stuttgart,4748.69
05/08/2019,Hamburg-Berlin,4650.27
05/08/2019,Hamburg-Frankfurt,4632.87
05/08/2019,Hamburg-Stuttgart,4305.36
05/08/2019,Hamburg-Munich,4454.48
05/08/2019,Cologne-Berlin,5084.17
05/08/2019,Cologne-Munich,4170.1
05/08/2019,Cologne-Frankfurt,5065.17
05/08/2019,Cologne-Stuttgart,4387.29
06/08/2019,Berlin-Dortmund,4963.9
06/08/2019,Berlin-Munich,4007.61
06/08/2019,Berlin-Frankfurt,4705.07
06/08/2019,Berlin-Stuttgart,4242.13
06/08/2019,Dortmund-Munich,4004.66
06/08/2019,Dortmund-Frankfurt,4576.49
06/08/2019,Dortmund-Stuttgart,4853.32
06/08/2019,Munich-Frankfurt,4204.27
06/08/2019,Munich-Stuttgart,3975.34
06/08/2019,Frankfurt-Stuttgart,4467.85
06/08/2019,Hamburg-Berlin,4469.4
06/08/2019,Hamburg-Frankfurt,4691.91
06/08/2019,Hamburg-Stuttgart,4832.36
06/08/2019,Hamburg-Munich,4479.2
06/08/2019,Cologne-Berlin,5149.43
06/08/2019,Cologne-Munich,4578.48
06/08/2019,Cologne-Frankfurt,4378.75
06/08/2019,Cologne-Stuttgart,3935.95
07/08/2019,Berlin-Dortmund,4408.07
07/08/2019,Berlin-Munich,4382.26
07/08/2019,Berlin-Frankfurt,4836.11
07/08/2019,Berlin-Stuttgart,4661.87
07/08/2019,Dortmund-Munich,4087.22
07/08/2019,Dortmund-Frankfurt,4560.29
07/08/2019,Dortmund-Stuttgart,4735.04
07/08/2019,Munich-Frankfurt,5034.81
07/08/2019,Munich-Stuttgart,4810.63
07/08/2019,Frankfurt-Stuttgart,4766.3
07/08/2019,Hamburg-Berlin,4521.03
07/08/2019,Hamburg-Frankfurt,4635.91
07/08/2019,Hamburg-Stuttgart,4937.33
07/08/2019,Hamburg-Munich,4033.53
07/08/2019,Cologne-Berlin,4377.7
07/08/2019,Cologne-Munich,4229.6
07/08/2019,Cologne-Frankfurt,4632.7
07/08/2019,Cologne-Stuttgart,4930.58
08/08/2019,Berlin-Dortmund,4291.06
08/08/2019,Berlin-Munich,3663.39
08/08/2019,Berlin-Frankfurt,4355.72
08/08/2019,Berlin-Stuttgart,4819.72
08/08/2019,Dortmund-Munich,4688.17
08/08/2019,Dortmund-Frankfurt,4649.87
08/08/2019,Dortmund-Stuttgart,4402.0
08/08/2019,Munich-Frankfurt,4052.34
08/08/2019,Munich-Stuttgart,4680.35
08/08/2019,Frankfurt-Stuttgart,4208.0
08/08/2019,Hamburg-Berlin,5264.43
08/08/2019,Hamburg-Frankfurt,4699.68
08/08/2019,Hamburg-Stuttgart,4296.77
08/08/2019,Hamburg-Munich,4286.02
08/08/2019,Cologne-Berlin,4467.47
08/08/2019,Cologne-Munich,4416.17
08/08/2019,Cologne-Frankfurt,4890.89
08/08/2019,Cologne-Stuttgart,4565.25
09/08/2019,Berlin-Dortmund,4243.93
09/08/2019,Berlin-Munich,5161.65
09/08/2019,Berlin-Frankfurt,4517.26
09/08/2019,Berlin-Stuttgart,4769.09
09/08/2019,Dortmund-Munich,4287.12
09/08/2019,Dortmund-Frankfurt,4627.09
09/08/2019,Dortmund-Stuttgart,4608.89
09/08/2019,Munich-Frankfurt,3838.62
09/08/2019,Munich-Stuttgart,5205.35
09/08/2019,Frankfurt-Stuttgart,4951.73
09/08/2019,Hamburg-Berlin,4360.98
09/08/2019,Hamburg-Frankfurt,4114.21
09/08/2019,Hamburg-Stuttgart,4621.65
09/08/2019,Hamburg-Munich,4530.34
09/08/2019,Cologne-Berlin,4624.48
09/08/2019,Cologne-Munich,4567.05
09/08/2019,Cologne-Frankfurt,4677.18
09/08/2019,Cologne-Stuttgart,5006.56
10/08/2019,Berlin-Dortmund,4698.84
10/08/2019,Berlin-Munich,4132.62
10/08/2019,Berlin-Frankfurt,4976.9
10/08/2019,Berlin-Stuttgart,5074.22
10/08/2019,Dortmund-Munich,5603.22
10/08/2019,Dortmund-Frankfurt,4106.78
10/08/2019,Dortmund-Stuttgart,4585.01
10/08/2019,Munich-Frankfurt,3771.27
10/08/2019,Munich-Stuttgart,4693.6
10/08/2019,Frankfurt-Stuttgart,4308.13
10/08/2019,Hamburg-Berlin,5173.21
10/08/2019,Hamburg-Frankfurt,4228.88
10/08/2019,Hamburg-Stuttgart,3908.79
10/08/2019,Hamburg-Munich,4335.06
10/08/2019,Cologne-Berlin,3808.58
10/08/2019,Cologne-Munich,4762.88
10/08/2019,Cologne-Frankfurt,3777.22
10/08/2019,Cologne-Stuttgart,4509.96
11/08/2019,Berlin-Dortmund,3772.77
11/08/2019,Berlin-Munich,4387.9
11/08/2019,Berlin-Frankfurt,5075.18
11/08/2019,Berlin-Stuttgart,4626.23
11/08/2019,Dortmund-Munich,4197.78
11/08/2019,Dortmund-Frankfurt,4489.08
11/08/2019,Dortmund-Stuttgart,4506.31
11/08/2019,Munich-Frankfurt,4665.42
11/08/2019,Munich-Stuttgart,4021.6
11/08/2019,Frankfurt-Stuttgart,4707.4
11/08/2019,Hamburg-Berlin,3553.46
11/08/2019,Hamburg-Frankfurt,4279.54
11/08/2019,Hamburg-Stuttgart,4329.1
11/08/2019,Hamburg-Munich,4721.66
11/08/2019,Cologne-Berlin,4507.92
11/08/2019,Cologne-Munich,4008.05
11/08/2019,Cologne-Frankfurt,4155.25
11/08/2019,Cologne-Stuttgart,4569.54
12/08/2019,Berlin-Dortmund,4472.33
12/08/2019,Berlin-Munich,4297.31
12/08/2019,Berlin-Frankfurt,4331.71
12/08/2019,Berlin-Stuttgart,4743.66
12/08/2019,Dortmund-Munich,4318.81
12/08/2019,Dortmund-Frankfurt,4469.17
12/08/2019,Dortmund-Stuttgart,5259.48
12/08/2019,Munich-Frankfurt,4001.71
12/08/2019,Munich-Stuttgart,3851.86
12/08/2019,Frankfurt-Stuttgart,4774.26
12/08/2019,Hamburg-Berlin,4262.47
12/08/2019,Hamburg-Frankfurt,4388.62
12/08/2019,Hamburg-Stuttgart,4226.6
12/08/2019,Hamburg-Munich,4409.07
12/08/2019,Cologne-Berlin,5059.49
12/08/2019,Cologne-Munich,4780.74
12/08/2019,Cologne-Frankfurt,4801.78
12/08/2019,Cologne-Stuttgart,4004.32
13/08/2019,Berlin-Dortmund,4097.1
13/08/2019,Berlin-Munich,3506.32
13/08/2019,Berlin-Frankfurt,4216.72
13/08/2019,Berlin-Stuttgart,4834.85
13/08/2019,Dortmund-Munich,4680.93
13/08/2019,Dortmund-Frankfurt,4422.47
13/08/2019,Dortmund-Stuttgart,4492.19
13/08/2019,Munich-Frankfurt,4258.89
13/08/2019,Munich-Stuttgart,4571.67
13/08/2019,Frankfurt-Stuttgart,4768.06
13/08/2019,Hamburg-Berlin,3934.44
13/08/2019,Hamburg-Frankfurt,4604.88
13/08/2019,Hamburg-Stuttgart,4826.35
13/08/2019,Hamburg-Munich,4354.71
13/08/2019,Cologne-Berlin,4745.25
13/08/2019,Cologne-Munich,5485.13
13/08/2019,Cologne-Frankfurt,4463.48
13/08/2019,Cologne-Stuttgart,4637.66
14/08/2019,Berlin-Dortmund,4241.68
14/08/2019,Berlin-Munich,4563.44
14/08/2019,Berlin-Frankfurt,4661.1
14/08/2019,Berlin-Stuttgart,4568.19
14/08/2019,Dortmund-Munich,4143.11
14/08/2019,Dortmund-Frankfurt,4572.23
14/08/2019,Dortmund-Stuttgart,5011.77
14/08/2019,Munich-Frankfurt,4657.02
14/08/2019,Munich-Stuttgart,4836.7
14/08/2019,Frankfurt-Stuttgart,4417.05
14/08/2019,Hamburg-Berlin,4762.47
14/08/2019,Hamburg-Frankfurt,4597.74
14/08/2019,Hamburg-Stuttgart,4167.18
14/08/2019,Hamburg-Munich,4611.48
14/08/2019,Cologne-Berlin,4152.91
14/08/2019,Cologne-Munich,4278.49
14/08/2019,Cologne-Frankfurt,4566.26
14/08/2019,Cologne-Stuttgart,4604.04
15/08/2019,Berlin-Dortmund,4083.77
15/08/2019,Berlin-Munich,4868.9
15/08/2019,Berlin-Frankfurt,4700.2
15/08/2019,Berlin-Stuttgart,4253.35
15/08/2019,Dortmund-Munich,3961.85
15/08/2019,Dortmund-Frankfurt,4449.28
15/08/2019,Dortmund-Stuttgart,4343.92
15/08/2019,Munich-Frankfurt,4539.6
15/08/2019,Munich-Stuttgart,4372.91
15/08/2019,Frankfurt-Stuttgart,3797.39
15/08/2019,Hamburg-Berlin,4364.08
15/08/2019,Hamburg-Frankfurt,4393.03
15/08/2019,Hamburg-Stuttgart,4721.78
15/08/2019,Hamburg-Munich,4255.63
15/08/2019,Cologne-Berlin,5087.54
15/08/2019,Cologne-Munich,3830.93
15/08/2019,Cologne-Frankfurt,4958.91
15/08/2019,Cologne-Stuttgart,4421.49
16/08/2019,Berlin-Dortmund,4800.85
16/08/2019,Berlin-Munich,4527.93
16/08/2019,Berlin-Frankfurt,4898.84
16/08/2019,Berlin-Stuttgart,4364.42
16/08/2019,Dortmund-Munich,4115.48
16/08/2019,Dortmund-Frankfurt,4997.18
16/08/2019,Dortmund-Stuttgart,4460.28
16/08/2019,Munich-Frankfurt,4577.55
16/08/2019,Munich-Stuttgart,4932.16
16/08/2019,Frankfurt-Stuttgart,4138.82
16/08/2019,Hamburg-Berlin,4708.42
16/08/2019,Hamburg-Frankfurt,4293.54
16/08/2019,Hamburg-Stuttgart,4453.74
16/08/2019,Hamburg-Munich,4525.3
16/08/2019,Cologne-Berlin,3974.92
16/08/2019,Cologne-Munich,4227.41
16/08/2019,Cologne-Frankfurt,4972.88
16/08/2019,Cologne-Stuttgart,4810.17
17/08/2019,Berlin-Dortmund,4478.08
17/08/2019,Berlin-Munich,4585.09
17/08/2019,Berlin-Frankfurt,4397.02
17/08/2019,Berlin-Stuttgart,4974.8
17/08/2019,Dortmund-Munich,4429.88
17/08/2019,Dortmund-Frankfurt,4581.14
17/08/2019,Dortmund-Stuttgart,4901.11
17/08/2019,Munich-Frankfurt,4227.92
17/08/2019,Munich-Stuttgart,5045.58
17/08/2019,Frankfurt-Stuttgart,3964.34
17/08/2019,Hamburg-Berlin,5070.37
17/08/2019,Hamburg-Frankfurt,4369.56
17/08/2019,Hamburg-Stuttgart,4415.06
17/08/2019,Hamburg-Munich,3838.5
17/08/2019,Cologne-Berlin,4340.82
17/08/2019,Cologne-Munich,4136.07
17/08/2019,Cologne-Frankfurt,4287.32
17/08/2019,Cologne-Stuttgart,4451.94
18/08/2019,Berlin-Dortmund,4835.23
18/08/2019,Berlin-Munich,4572.66
18/08/2019,Berlin-Frankfurt,4607.69
18/08/2019,Berlin-Stuttgart,4116.57
18/08/2019,Dortmund-Munich,4191.74
18/08/2019,Dortmund-Frankfurt,5129.55
18/08/2019,Dortmund-Stuttgart,4242.68
18/08/2019,Munich-Frankfurt,5079.67
18/08/2019,Munich-Stuttgart,4414.93
18/08/2019,Frankfurt-Stuttgart,4500.8
18/08/2019,Hamburg-Berlin,4874.63
18/08/2019,Hamburg-Frankfurt,4945.16
18/08/2019,Hamburg-Stuttgart,4461.22
18/08/2019,Hamburg-Munich,4364.11
18/08/2019,Cologne-Berlin,4480.43
18/08/2019,Cologne-Munich,4618.29
18/08/2019,Cologne-Frankfurt,4811.96
18/08/2019,Cologne-Stuttgart,4501.48
19/08/2019,Berlin-Dortmund,4716.61
19/08/2019,Berlin-Munich,5073.43
19/08/2019,Berlin-Frankfurt,4633.46
19/08/2019,Berlin-Stuttgart,4609.08
19/08/2019,Dortmund-Munich,3968.38
19/08/2019,Dortmund-Frankfurt,3579.24
19/08/2019,Dortmund-Stuttgart,4635.93
19/08/2019,Munich-Frankfurt,4466.81
19/08/2019,Munich-Stuttgart,4319.83
19/08/2019,Frankfurt-Stuttgart,4585.24
19/08/2019,Hamburg-Berlin,4478.86
19/08/2019,Hamburg-Frankfurt,4894.72
19/08/2019,Hamburg-Stuttgart,4530.14
19/08/2019,Hamburg-Munich,4238.58
19/08/2019,Cologne-Berlin,4846.56
19/08/2019,Cologne-Munich,4424.0
19/08/2019,Cologne-Frankfurt,4684.29
19/08/2019,Cologne-Stuttgart,4332.91
20/08/2019,Berlin-Dortmund,4272.56
20/08/2019,Berlin-Munich,4529.46
20/08/2019,Berlin-Frankfurt,4504.49
20/08/2019,Berlin-Stuttgart,4667.94
20/08/2019,Dortmund-Munich,4405.97
20/08/2019,Dortmund-Frankfurt,3857.27
20/08/2019,Dortmund-Stuttgart,4348.53
20/08/2019,Munich-Frankfurt,4777.84
20/08/2019,Munich-Stuttgart,4395.92
20/08/2019,Frankfurt-Stuttgart,4413.77
20/08/2019,Hamburg-Berlin,4845.23
20/08/2019,Hamburg-Frankfurt,4250.81
20/08/2019,Hamburg-Stuttgart,3960.02
20/08/2019,Hamburg-Munich,4443.78
20/08/2019,Cologne-Berlin,4330.54
20/08/2019,Cologne-Munich,4161.81
20/08/2019,Cologne-Frankfurt,4438.62
20/08/2019,Cologne-Stuttgart,4672.03
21/08/2019,Berlin-Dortmund,4496.75
21/08/2019,Berlin-Munich,4607.44
21/08/2019,Berlin-Frankfurt,5134.69
21/08/2019,Berlin-Stuttgart,4379.99
21/08/2019,Dortmund-Munich,4597.42
21/08/2019,Dortmund-Frankfurt,4321.78
21/08/2019,Dortmund-Stuttgart,4203.77
21/08/2019,Munich-Frankfurt,4295.28
21/08/2019,Munich-Stuttgart,4332.43
21/08/2019,Frankfurt-Stuttgart,4625.82
21/08/2019,Hamburg-Berlin,5322.18
21/08/2019,Hamburg-Frankfurt,4249.38
21/08/2019,Hamburg-Stuttgart,4354.18
21/08/2019,Hamburg-Munich,4477.91
21/08/2019,Cologne-Berlin,4638.53
21/08/2019,Cologne-Munich,4592.24
21/08/2019,Cologne-Frankfurt,4949.43
21/08/2019,Cologne-Stuttgart,3650.76
22/08/2019,Berlin-Dortmund,3664.57
22/08/2019,Berlin-Munich,4326.44
22/08/2019,Berlin-Frankfurt,4884.06
22/08/2019,Berlin-Stuttgart,3952.02
22/08/2019,Dortmund-Munich,3447.33
22/08/2019,Dortmund-Frankfurt,4699.91
22/08/2019,Dortmund-Stuttgart,4585.28
22/08/2019,Munich-Frankfurt,4118.43
22/08/2019,Munich-Stuttgart,4155.06
22/08/2019,Frankfurt-Stuttgart,4160.59
22/08/2019,Hamburg-Berlin,4538.69
22/08/2019,Hamburg-Frankfurt,4280.79
22/08/2019,Hamburg-Stuttgart,4672.92
22/08/2019,Hamburg-Munich,3500.88
22/08/2019,Cologne-Berlin,4200.1
22/08/2019,Cologne-Munich,4105.88
22/08/2019,Cologne-Frankfurt,4410.28
22/08/2019,Cologne-Stuttgart,4311.68
23/08/2019,Berlin-Dortmund,4779.25
23/08/2019,Berlin-Munich,3849.23
23/08/2019,Berlin-Frankfurt,4515.92
23/08/2019,Berlin-Stuttgart,4695.42
23/08/2019,Dortmund-Munich,5149.83
23/08/2019,Dortmund-Frankfurt,4331.38
23/08/2019,Dortmund-Stuttgart,4613.56
23/08/2019,Munich-Frankfurt,3868.65
23/08/2019,Munich-Stuttgart,3662.82
23/08/2019,Frankfurt-Stuttgart,4795.67
23/08/2019,Hamburg-Berlin,4498.05
23/08/2019,Hamburg-Frankfurt,4912.48
23/08/2019,Hamburg-Stuttgart,4019.31
23/08/2019,Hamburg-Munich,4681.97
23/08/2019,Cologne-Berlin,5154.09
23/08/2019,Cologne-Munich,4646.9
23/08/2019,Cologne-Frankfurt,4596.8
23/08/2019,Cologne-Stuttgart,4502.99
24/08/2019,Berlin-Dortmund,3950.19
24/08/2019,Berlin-Munich,4974.45
24/08/2019,Berlin-Frankfurt,4286.2
24/08/2019,Berlin-Stuttgart,4676.57
24/08/2019,Dortmund-Munich,3952.94
24/08/2019,Dortmund-Frankfurt,4087.19
24/08/2019,Dortmund-Stuttgart,5002.28
24/08/2019,Munich-Frankfurt,4378.44
24/08/2019,Munich-Stuttgart,5008.65
24/08/2019,Frankfurt-Stuttgart,4472.62
24/08/2019,Hamburg-Berlin,3855.34
24/08/2019,Hamburg-Frankfurt,4812.22
24/08/2019,Hamburg-Stuttgart,4293.54
24/08/2019,Hamburg-Munich,4744.54
24/08/2019,Cologne-Berlin,4508.82
24/08/2019,Cologne-Munich,3959.91
24/08/2019,Cologne-Frankfurt,4557.5
24/08/2019,Cologne-Stuttgart,5268.68
25/08/2019,Berlin-Dortmund,4672.55
25/08/2019,Berlin-Munich,4479.87
25/08/2019,Berlin-Frankfurt,4876.37
25/08/2019,Berlin-Stuttgart,4573.73
25/08/2019,Dortmund-Munich,4573.34
25/08/2019,Dortmund-Frankfurt,4117.93
25/08/2019,Dortmund-Stuttgart,4581.85
25/08/2019,Munich-Frankfurt,4862.41
25/08/2019,Munich-Stuttgart,4207.38
25/08/2019,Frankfurt-Stuttgart,4998.57
25/08/2019,Hamburg-Berlin,4467.9
25/08/2019,Hamburg-Frankfurt,4189.28
25/08/2019,Hamburg-Stuttgart,4849.17
25/08/2019,Hamburg-Munich,4399.62
25/08/2019,Cologne-Berlin,4765.83
25/08/2019,Cologne-Munich,4397.88
25/08/2019,Cologne-Frankfurt,4479.06
25/08/2019,Cologne-Stuttgart,4672.75
26/08/2019,Berlin-Dortmund,4601.81
26/08/2019,Berlin-Munich,3801.56
26/08/2019,Berlin-Frankfurt,4107.56
26/08/2019,Berlin-Stuttgart,4825.29
26/08/2019,Dortmund-Munich,4453.75
26/08/2019,Dortmund-Frankfurt,4316.69
26/08/2019,Dortmund-Stuttgart,4024.5
26/08/2019,Munich-Frankfurt,4122.09
26/08/2019,Munich-Stuttgart,3792.37
26/08/2019,Frankfurt-Stuttgart,4464.55
26/08/2019,Hamburg-Berlin,4290.55
26/08/2019,Hamburg-Frankfurt,4161.69
26/08/2019,Hamburg-Stuttgart,4476.16
26/08/2019,Hamburg-Munich,4627.39
26/08/2019,Cologne-Berlin,5232.62
26/08/2019,Cologne-Munich,3970.84
26/08/2019,Cologne-Frankfurt,4905.78
26/08/2019,Cologne-Stuttgart,4840.59
27/08/2019,Berlin-Dortmund,4227.32
27/08/2019,Berlin-Munich,4571.13
27/08/2019,Berlin-Frankfurt,4339.83
27/08/2019,Berlin-Stuttgart,4564.99
27/08/2019,Dortmund-Munich,5028.2
27/08/2019,Dortmund-Frankfurt,4711.96
27/08/2019,Dortmund-Stuttgart,4678.01
27/08/2019,Munich-Frankfurt,4349.39
27/08/2019,Munich-Stuttgart,3980.58
27/08/2019,Frankfurt-Stuttgart,4427.04
27/08/2019,Hamburg-Berlin,4922.31
27/08/2019,Hamburg-Frankfurt,3965.49
27/08/2019,Hamburg-Stuttgart,4130.72
27/08/2019,Hamburg-Munich,4544.19
27/08/2019,Cologne-Berlin,4155.37
27/08/2019,Cologne-Munich,4222.62
27/08/2019,Cologne-Frankfurt,4351.74
27/08/2019,Cologne-Stuttgart,4022.03
28/08/2019,Berlin-Dortmund,4159.06
28/08/2019,Berlin-Munich,4746.2
28/08/2019,Berlin-Frankfurt,4042.42
28/08/2019,Berlin-Stuttgart,3940.74
28/08/2019,Dortmund-Munich,4279.49
28/08/2019,Dortmund-Frankfurt,4756.18
28/08/2019,Dortmund-Stuttgart,4431.08
28/08/2019,Munich-Frankfurt,4337.4
28/08/2019,Munich-Stuttgart,4515.53
28/08/2019,Frankfurt-Stuttgart,3889.0
28/08/2019,Hamburg-Berlin,4673.15
28/08/2019,Hamburg-Frankfurt,4634.2
28/08/2019,Hamburg-Stuttgart,4356.74
28/08/2019,Hamburg-Munich,4852.07
28/08/2019,Cologne-Berlin,4105.38
28/08/2019,Cologne-Munich,4894.77
28/08/2019,Cologne-Frankfurt,4554.07
28/08/2019,Cologne-Stuttgart,4382.21
29/08/2019,Berlin-Dortmund,4493.04
29/08/2019,Berlin-Munich,4462.46
29/08/2019,Berlin-Frankfurt,4927.1
29/08/2019,Berlin-Stuttgart,4123.16
29/08/2019,Dortmund-Munich,4233.12
29/08/2019,Dortmund-Frankfurt,4862.71
29/08/2019,Dortmund-Stuttgart,4291.56
29/08/2019,Munich-Frankfurt,4815.19
29/08/2019,Munich-Stuttgart,5094.8
29/08/2019,Frankfurt-Stuttgart,4359.37
29/08/2019,Hamburg-Berlin,4738.48
29/08/2019,Hamburg-Frankfurt,4096.21
29/08/2019,Hamburg-Stuttgart,4764.16
29/08/2019,Hamburg-Munich,4569.8
29/08/2019,Cologne-Berlin,4665.56
29/08/2019,Cologne-Munich,4274.05
29/08/2019,Cologne-Frankfurt,3918.62
29/08/2019,Cologne-Stuttgart,4676.14
30/08/2019,Berlin-Dortmund,3777.81
30/08/2019,Berlin-Munich,4388.93
30/08/2019,Berlin-Frankfurt,4829.41
30/08/2019,Berlin-Stuttgart,4567.16
30/08/2019,Dortmund-Munich,5181.92
30/08/2019,Dortmund-Frankfurt,4858.79
30/08/2019,Dortmund-Stuttgart,4271.14
30/08/2019,Munich-Frankfurt,4509.56
30/08/2019,Munich-Stuttgart,4483.42
30/08/2019,Frankfurt-Stuttgart,3946.24
30/08/2019,Hamburg-Berlin,4170.86
30/08/2019,Hamburg-Frankfurt,4303.73
30/08/2019,Hamburg-Stuttgart,3787.32
30/08/2019,Hamburg-Munich,4516.62
30/08/2019,Cologne-Berlin,4412.82
30/08/2019,Cologne-Munich,3914.49
30/08/2019,Cologne-Frankfurt,4641.47
30/08/2019,Cologne-Stuttgart,4750.56
31/08/2019,Berlin-Dortmund,4579.46
31/08/2019,Berlin-Munich,4386.58
31/08/2019,Berlin-Frankfurt,4707.0
31/08/2019,Berlin-Stuttgart,4738.08
31/08/2019,Dortmund-Munich,4607.59
31/08/2019,Dortmund-Frankfurt,4211.39
31/08/2019,Dortmund-Stuttgart,4596.81
31/08/2019,Munich-Frankfurt,4918.42
31/08/2019,Munich-Stuttgart,4291.18
31/08/2019,Frankfurt-Stuttgart,5234.28
31/08/2019,Hamburg-Berlin,4316.03
31/08/2019,Hamburg-Frankfurt,4511.34
31/08/2019,Hamburg-Stuttgart,4264.63
